Date,Store,Dept,Weekly_Sales
2013-02-22,11,26,13461.246800000012
2013-02-22,11,27,2541.0059000000006
2013-02-22,11,28,1028.6679000000006
2013-02-22,11,29,10037.719900000007
2013-02-22,11,30,7875.325299999991
2013-02-22,11,31,1935.7115000000008
2013-02-22,11,32,11849.463200000004
2013-02-22,11,33,8178.067200000002
2013-02-22,11,34,25583.836000000007
2013-02-22,11,35,5010.511100000001
2013-02-22,11,36,1916.9911999999981
2013-02-22,11,37,4046.3865999999994
2013-02-22,11,38,78235.77840000001
2013-02-22,11,40,58002.209200000034
2013-02-22,11,41,722.3135000000002
2013-02-22,11,42,6745.569000000007
2013-02-22,11,44,5624.594499999997
2013-02-22,11,46,28053.458099999996
2013-02-22,11,47,31.2444
2013-02-22,11,49,10620.705699999997
2013-02-22,11,52,3356.968199999999
2013-02-22,11,54,65.53740000000008
2013-02-22,11,55,11021.083800000006
2013-02-22,11,56,3091.971100000001
2013-02-22,11,58,2432.7088
2013-02-22,11,59,433.8220000000002
2013-02-22,11,60,192.79800000000003
2013-02-22,11,67,8023.355499999998
2013-02-22,11,71,12209.383199999998
2013-02-22,11,72,75584.40910000003
2013-02-22,11,74,27365.663199999984
2013-02-22,11,79,32056.967999999983
2013-02-22,11,80,14122.626099999996
2013-02-22,11,81,12847.594699999994
2013-02-22,11,82,21874.27910000001
2013-02-22,11,83,3718.1842000000015
2013-02-22,11,85,1398.7462000000003
2013-02-22,11,87,15420.163900000018
2013-02-22,11,90,49100.9304
2013-02-22,11,91,39992.88980000001
2013-02-22,11,92,76866.1073
2013-02-22,11,93,31704.970799999992
2013-02-22,11,94,40039.53730000004
2013-02-22,11,95,73749.53240000001
2013-02-22,11,96,20176.40689999998
2013-02-22,11,97,16013.926600000013
2013-02-22,11,98,9585.50269999999
2013-02-22,11,99,80.799
2013-03-01,11,1,21296.810999999998
2013-03-01,11,2,62314.67110000002
2013-03-01,11,3,12722.641300000003
2013-03-01,11,4,29847.82930000003
2013-03-01,11,5,43367.32880000001
2013-03-01,11,6,4203.5446999999995
2013-03-01,11,7,29964.236999999986
2013-03-01,11,8,36274.270599999996
2013-03-01,11,9,19101.546699999977
2013-03-01,11,10,24444.894400000005
2013-03-01,11,11,17624.183299999997
2013-03-01,11,12,4050.0334999999986
2013-03-01,11,13,41943.215500000006
2013-03-01,11,14,23379.015299999992
2013-03-01,11,16,20658.945399999982
2013-03-01,11,17,14717.561599999992
2013-03-01,11,18,2328.8366000000005
2013-03-01,11,19,1375.2878000000005
2013-03-01,11,20,10654.3992
2013-03-01,11,21,8522.388799999999
2013-03-01,11,22,17920.007600000004
2013-03-01,11,23,34799.38860000001
2013-03-01,11,24,7830.0670000000055
2013-03-01,11,25,12388.644099999994
2013-03-01,11,26,12718.322700000004
2013-03-01,11,27,2446.8810000000008
2013-03-01,11,28,1133.6457000000003
2013-03-01,11,29,9257.024700000007
2013-03-01,11,30,7746.215599999997
2013-03-01,11,31,1788.2874999999995
2013-03-01,11,32,9509.618599999994
2013-03-01,11,33,8220.451400000002
2013-03-01,11,34,24655.207599999987
2013-03-01,11,35,4767.341200000004
2013-03-01,11,36,2232.9248000000002
2013-03-01,11,37,4167.064199999995
2013-03-01,11,38,83581.74029999998
2013-03-01,11,40,58890.292100000064
2013-03-01,11,41,1082.8234000000002
2013-03-01,11,42,6784.156700000003
2013-03-01,11,44,5612.974500000003
2013-03-01,11,46,27639.845400000002
2013-03-01,11,49,11223.60929999999
2013-03-01,11,52,2954.576999999998
2013-03-01,11,54,64.42820000000009
2013-03-01,11,55,10694.756800000001
2013-03-01,11,56,5006.939099999999
2013-03-01,11,58,2870.9179999999997
2013-03-01,11,59,428.80659999999995
2013-03-01,11,60,320.5208
2013-03-01,11,67,9400.793400000002
2013-03-01,11,71,11233.865100000005
2013-03-01,11,72,75861.24570000003
2013-03-01,11,74,27761.362100000013
2013-03-01,11,79,38015.03179999997
2013-03-01,11,80,14068.913799999986
2013-03-01,11,81,13035.403199999999
2013-03-01,11,82,22490.833599999994
2013-03-01,11,83,3434.033200000004
2013-03-01,11,85,1586.859300000001
2013-03-01,11,87,16127.9935
2013-03-01,11,90,49533.497399999964
2013-03-01,11,91,39179.00349999996
2013-03-01,11,92,77456.94089999999
2013-03-01,11,93,31164.715500000006
2013-03-01,11,94,36848.276099999995
2013-03-01,11,95,72980.21610000002
2013-03-01,11,96,20677.504900000004
2013-03-01,11,97,15777.662599999996
2013-03-01,11,98,9096.6686
2013-03-08,11,1,21351.65229999999
2013-03-08,11,2,63408.077799999985
2013-03-08,11,3,12773.100300000002
2013-03-08,11,4,30809.98510000002
2013-03-08,11,5,43777.41770000001
2013-03-08,11,6,4587.6111
2013-03-08,11,7,29506.410000000003
2013-03-08,11,8,36503.4206
2013-03-08,11,9,20299.03909999998
2013-03-08,11,10,26043.16330000001
2013-03-08,11,11,17648.28320000001
2013-03-08,11,12,4125.501800000001
2013-03-08,11,13,44562.222700000035
2013-03-08,11,14,25834.089099999997
2013-03-08,11,16,22717.2156
2013-03-08,11,17,15616.6544
2013-03-08,11,18,7206.434200000004
2013-03-08,11,19,1902.7636000000016
2013-03-08,11,20,11020.100299999996
2013-03-08,11,21,8679.623199999993
2013-03-08,11,22,18263.631600000004
2013-03-08,11,23,35814.76449999999
2013-03-08,11,24,8806.167100000002
2013-03-08,11,25,13200.705399999986
2013-03-08,11,26,12750.560800000005
2013-03-08,11,27,2463.940600000001
2013-03-08,11,28,1107.5901000000003
2013-03-08,11,29,9662.760900000005
2013-03-08,11,30,7952.615299999996
2013-03-08,11,31,1990.7802999999994
2013-03-08,11,32,10726.001400000008
2013-03-08,11,33,8398.319500000003
2013-03-08,11,34,24795.7177
2013-03-08,11,35,4814.996600000001
2013-03-08,11,36,2171.9325000000003
2013-03-08,11,37,4161.474599999998
2013-03-08,11,38,81701.98519999998
2013-03-08,11,40,59854.42190000007
2013-03-08,11,41,1111.8025
2013-03-08,11,42,7058.442799999998
2013-03-08,11,44,6072.864800000002
2013-03-08,11,45,27.27649999999999
2013-03-08,11,46,28853.677399999982
2013-03-08,11,49,10910.33689999999
2013-03-08,11,52,3201.441299999999
2013-03-08,11,54,77.80040000000008
2013-03-08,11,55,11533.303199999998
2013-03-08,11,56,5797.958299999999
2013-03-08,11,58,3708.5995000000003
2013-03-08,11,59,397.17720000000014
2013-03-08,11,60,235.108
2013-03-08,11,67,9297.1358
2013-03-08,11,71,12156.127700000006
2013-03-08,11,72,74988.79990000001
2013-03-08,11,74,27445.5798
2013-03-08,11,79,38929.22359999998
2013-03-08,11,80,14827.789599999995
2013-03-08,11,81,13301.525499999994
2013-03-08,11,82,23227.683000000008
2013-03-08,11,83,4140.651600000001
2013-03-08,11,85,1400.4692000000005
2013-03-08,11,87,17783.331099999996
2013-03-08,11,90,51531.71910000004
2013-03-08,11,91,45676.10369999996
2013-03-08,11,92,84556.23239999995
2013-03-08,11,93,36067.51349999998
2013-03-08,11,94,37342.245099999986
2013-03-08,11,95,76453.3832
2013-03-08,11,96,19682.041599999993
2013-03-08,11,97,16949.591899999985
2013-03-08,11,98,9724.417299999994
2013-03-15,11,1,19683.444499999998
2013-03-15,11,2,58594.00810000001
2013-03-15,11,3,11869.4435
2013-03-15,11,4,28240.78700000003
2013-03-15,11,5,41304.38089999999
2013-03-15,11,6,4783.477499999999
2013-03-15,11,7,30455.74940000002
2013-03-15,11,8,35564.64229999998
2013-03-15,11,9,23507.021499999988
2013-03-15,11,10,25363.488999999998
2013-03-15,11,11,17359.446
2013-03-15,11,12,4272.072700000001
2013-03-15,11,13,41902.70619999999
2013-03-15,11,14,23849.127500000006
2013-03-15,11,16,22496.103400000007
2013-03-15,11,17,14331.600400000001
2013-03-15,11,18,2645.078399999999
2013-03-15,11,19,1727.0348000000015
2013-03-15,11,20,10119.534399999993
2013-03-15,11,21,8103.6363
2013-03-15,11,22,17470.558800000003
2013-03-15,11,23,35327.8913
2013-03-15,11,24,8155.878100000007
2013-03-15,11,25,13279.933099999998
2013-03-15,11,26,13126.88210000001
2013-03-15,11,27,2349.1769999999997
2013-03-15,11,28,1074.2374
2013-03-15,11,29,9220.8783
2013-03-15,11,30,8051.302399999994
2013-03-15,11,31,2262.745500000001
2013-03-15,11,32,9737.773799999994
2013-03-15,11,33,8263.289900000002
2013-03-15,11,34,27340.38100000001
2013-03-15,11,35,5191.947
2013-03-15,11,36,2604.6689000000006
2013-03-15,11,37,4081.2836999999977
2013-03-15,11,38,76644.39209999997
2013-03-15,11,40,56624.830800000025
2013-03-15,11,41,1069.7679000000003
2013-03-15,11,42,6463.9973999999975
2013-03-15,11,44,5476.262499999999
2013-03-15,11,46,27924.201599999982
2013-03-15,11,49,9288.8028
2013-03-15,11,52,3023.1010999999985
2013-03-15,11,54,73.60760000000008
2013-03-15,11,55,10448.330100000005
2013-03-15,11,56,7490.4432
2013-03-15,11,58,3539.2711
2013-03-15,11,59,419.1717000000002
2013-03-15,11,60,186.92849999999999
2013-03-15,11,67,8166.2990999999965
2013-03-15,11,71,10897.7824
2013-03-15,11,72,72821.15470000001
2013-03-15,11,74,25790.9524
2013-03-15,11,79,33313.32210000001
2013-03-15,11,80,14720.721799999992
2013-03-15,11,81,13311.842200000003
2013-03-15,11,82,22484.549800000008
2013-03-15,11,83,4086.591300000003
2013-03-15,11,85,1708.518600000001
2013-03-15,11,87,16562.355199999998
2013-03-15,11,90,50127.22880000001
2013-03-15,11,91,44400.24719999999
2013-03-15,11,92,82449.1908
2013-03-15,11,93,34078.139299999995
2013-03-15,11,94,36168.101500000004
2013-03-15,11,95,77063.18739999998
2013-03-15,11,96,18966.05749999998
2013-03-15,11,97,17101.4851
2013-03-15,11,98,9977.247599999999
2013-03-22,11,1,25025.571900000017
2013-03-22,11,2,57283.32690000001
2013-03-22,11,3,12289.7243
2013-03-22,11,4,28883.647400000016
2013-03-22,11,5,40213.42419999998
2013-03-22,11,6,4463.0546
2013-03-22,11,7,30637.418499999992
2013-03-22,11,8,35436.84169999998
2013-03-22,11,9,24883.757
2013-03-22,11,10,25425.196300000007
2013-03-22,11,11,18612.524099999995
2013-03-22,11,12,4374.2585999999965
2013-03-22,11,13,42254.956599999976
2013-03-22,11,14,25555.931200000003
2013-03-22,11,16,29179.846400000006
2013-03-22,11,17,14377.534200000002
2013-03-22,11,18,14183.601499999999
2013-03-22,11,19,1874.0163
2013-03-22,11,20,10589.0107
2013-03-22,11,21,7875.813000000006
2013-03-22,11,22,15955.524799999992
2013-03-22,11,23,37389.024
2013-03-22,11,24,8738.556900000003
2013-03-22,11,25,14271.021899999992
2013-03-22,11,26,12462.1593
2013-03-22,11,27,2051.7000000000007
2013-03-22,11,28,1006.4912000000003
2013-03-22,11,29,8846.599600000005
2013-03-22,11,30,7673.355199999998
2013-03-22,11,31,2083.4594999999995
2013-03-22,11,32,10417.973500000004
2013-03-22,11,33,8180.869600000002
2013-03-22,11,34,28313.206599999998
2013-03-22,11,35,5864.4011
2013-03-22,11,36,3868.6286000000005
2013-03-22,11,37,4130.978699999997
2013-03-22,11,38,74362.67109999998
2013-03-22,11,40,56748.47900000003
2013-03-22,11,41,881.9047999999998
2013-03-22,11,42,6603.826100000005
2013-03-22,11,44,6222.537200000001
2013-03-22,11,46,30089.36079999998
2013-03-22,11,49,9595.738300000005
2013-03-22,11,52,3619.278699999999
2013-03-22,11,54,73.19000000000008
2013-03-22,11,55,10547.208100000003
2013-03-22,11,56,8246.0172
2013-03-22,11,58,3403.7651
2013-03-22,11,59,398.66259999999994
2013-03-22,11,60,211.7622
2013-03-22,11,67,8942.426699999996
2013-03-22,11,71,10023.8993
2013-03-22,11,72,67008.43780000001
2013-03-22,11,74,24833.367400000003
2013-03-22,11,79,31629.77090000002
2013-03-22,11,80,14543.067800000008
2013-03-22,11,81,12900.018200000002
2013-03-22,11,82,24608.691699999996
2013-03-22,11,83,3467.259600000002
2013-03-22,11,85,1763.8986999999993
2013-03-22,11,87,15530.709300000004
2013-03-22,11,90,49765.04539999999
2013-03-22,11,91,40171.79530000002
2013-03-22,11,92,79065.17429999996
2013-03-22,11,93,33588.46540000001
2013-03-22,11,94,36339.43450000003
2013-03-22,11,95,77377.95020000002
2013-03-22,11,96,22309.37889999998
2013-03-22,11,97,15539.608400000003
2013-03-22,11,98,9565.032699999998
2013-03-29,11,1,30728.214100000005
2013-03-29,11,2,56466.4327
2013-03-29,11,3,11944.4293
2013-03-29,11,4,28161.6694
2013-03-29,11,5,43488.267799999994
2013-03-29,11,6,4477.927099999999
2013-03-29,11,7,29867.5013
2013-03-29,11,8,34091.9299
2013-03-29,11,9,24390.634100000003
2013-03-29,11,10,23223.855099999997
2013-03-29,11,11,16114.0243
2013-03-29,11,12,3951.588099999998
2013-03-29,11,13,38255.80690000001
2013-03-29,11,14,23441.339400000008
2013-03-29,11,16,26339.6
2013-03-29,11,17,13906.3072
2013-03-29,11,18,8394.856999999995
2013-03-29,11,19,1836.9737000000002
2013-03-29,11,20,8828.650399999995
2013-03-29,11,21,8701.295499999998
2013-03-29,11,22,14661.115399999995
2013-03-29,11,23,34602.6187
2013-03-29,11,24,8543.154900000005
2013-03-29,11,25,13096.607299999998
2013-03-29,11,26,13040.532000000001
2013-03-29,11,27,2319.564
2013-03-29,11,28,1039.0962999999997
2013-03-29,11,29,9057.133899999999
2013-03-29,11,30,7444.318199999995
2013-03-29,11,31,1953.7827000000007
2013-03-29,11,32,9617.590900000005
2013-03-29,11,33,7699.003700000006
2013-03-29,11,34,25774.42089999999
2013-03-29,11,35,4906.939799999999
2013-03-29,11,36,2668.0212
2013-03-29,11,37,3883.2305999999994
2013-03-29,11,38,79614.20050000005
2013-03-29,11,40,54949.23620000003
2013-03-29,11,41,983.5246000000001
2013-03-29,11,42,6463.446900000001
2013-03-29,11,44,5935.6718
2013-03-29,11,46,27278.665199999992
2013-03-29,11,49,8832.111899999998
2013-03-29,11,52,3400.636400000001
2013-03-29,11,55,10203.971500000003
2013-03-29,11,56,8461.432999999997
2013-03-29,11,58,4300.4035
2013-03-29,11,59,406.4709000000001
2013-03-29,11,60,208.69
2013-03-29,11,67,9455.871700000003
2013-03-29,11,71,9575.893699999999
2013-03-29,11,72,70500.97000000002
2013-03-29,11,74,21693.832200000015
2013-03-29,11,79,29056.221899999982
2013-03-29,11,80,13641.269000000002
2013-03-29,11,81,12452.120899999994
2013-03-29,11,82,21579.031999999996
2013-03-29,11,83,3163.7771000000002
2013-03-29,11,85,1446.5388
2013-03-29,11,87,15317.088300000005
2013-03-29,11,90,47126.278099999974
2013-03-29,11,91,37901.82160000002
2013-03-29,11,92,74202.75219999999
2013-03-29,11,93,29180.409999999996
2013-03-29,11,94,34501.55280000002
2013-03-29,11,95,68893.19639999999
2013-03-29,11,96,19489.614599999994
2013-03-29,11,97,14366.527799999998
2013-03-29,11,98,10262.694599999995
2013-03-29,11,99,508.92439999999993
2013-04-05,11,1,42637.52159999999
2013-04-05,11,2,61104.28129999997
2013-04-05,11,3,13795.052999999996
2013-04-05,11,4,30980.07720000001
2013-04-05,11,5,42571.42200000001
2013-04-05,11,6,4312.0903
2013-04-05,11,7,34417.16249999997
2013-04-05,11,8,36003.21179999999
2013-04-05,11,9,22488.88639999999
2013-04-05,11,10,23753.297200000008
2013-04-05,11,11,18520.92089999999
2013-04-05,11,12,4541.362499999999
2013-04-05,11,13,44610.6449
2013-04-05,11,14,24544.98
2013-04-05,11,16,28593.7369
2013-04-05,11,17,13893.62419999999
2013-04-05,11,18,14406.405700000001
2013-04-05,11,19,1768.7631999999999
2013-04-05,11,20,10601.877499999997
2013-04-05,11,21,7985.306900000004
2013-04-05,11,22,14261.779599999998
2013-04-05,11,23,36841.32209999999
2013-04-05,11,24,8813.366700000002
2013-04-05,11,25,13258.709099999993
2013-04-05,11,26,13161.652000000002
2013-04-05,11,27,2220.9005999999995
2013-04-05,11,28,1134.6781
2013-04-05,11,29,9556.124300000001
2013-04-05,11,30,7869.7203
2013-04-05,11,31,1954.1820999999995
2013-04-05,11,32,9934.514699999996
2013-04-05,11,33,8287.394400000005
2013-04-05,11,34,28460.8615
2013-04-05,11,35,5245.826399999995
2013-04-05,11,36,2609.5881000000004
2013-04-05,11,37,4229.302099999999
2013-04-05,11,38,82636.08940000001
2013-04-05,11,40,57543.52030000003
2013-04-05,11,41,870.0068000000001
2013-04-05,11,42,6784.703000000001
2013-04-05,11,44,5927.8836
2013-04-05,11,46,27901.31909999998
2013-04-05,11,49,8835.839100000007
2013-04-05,11,52,3733.9812999999995
2013-04-05,11,54,75.73939999999999
2013-04-05,11,55,10342.625100000001
2013-04-05,11,56,13589.378900000005
2013-04-05,11,58,2208.76
2013-04-05,11,59,403.63010000000014
2013-04-05,11,60,226.296
2013-04-05,11,67,9591.1475
2013-04-05,11,71,10037.355600000003
2013-04-05,11,72,68289.18029999999
2013-04-05,11,74,22371.362300000004
2013-04-05,11,79,37212.80539999998
2013-04-05,11,80,14485.037699999997
2013-04-05,11,81,13096.706599999994
2013-04-05,11,82,22781.696599999992
2013-04-05,11,83,4021.8986000000023
2013-04-05,11,85,1692.2905000000005
2013-04-05,11,87,16832.368900000005
2013-04-05,11,90,52819.14129999999
2013-04-05,11,91,44818.08660000002
2013-04-05,11,92,85667.35669999997
2013-04-05,11,93,35610.823
2013-04-05,11,94,43125.02190000002
2013-04-05,11,95,76821.94810000004
2013-04-05,11,96,22057.077899999986
2013-04-05,11,97,18183.38790000001
2013-04-05,11,98,11077.158699999994
2013-04-05,11,99,978.8010999999999
2013-04-12,11,1,36060.073699999986
2013-04-12,11,2,57973.5258
2013-04-12,11,3,12263.9131
2013-04-12,11,4,30345.226500000008
2013-04-12,11,5,40045.48930000001
2013-04-12,11,6,4504.1053999999995
2013-04-12,11,7,32912.75329999998
2013-04-12,11,8,35421.363099999995
2013-04-12,11,9,23125.426999999996
2013-04-12,11,10,24081.96500000001
2013-04-12,11,11,17954.401099999995
2013-04-12,11,12,4242.308599999999
2013-04-12,11,13,41488.63169999996
2013-04-12,11,14,24692.283099999997
2013-04-12,11,16,27642.08089999998
2013-04-12,11,17,14003.218500000003
2013-04-12,11,18,9205.508
2013-04-12,11,19,1833.6540000000005
2013-04-12,11,20,10650.687299999998
2013-04-12,11,21,7363.657600000003
2013-04-12,11,22,13811.043199999993
2013-04-12,11,23,37340.61209999999
2013-04-12,11,24,8788.26070000001
2013-04-12,11,25,14525.002400000003
2013-04-12,11,26,12926.898300000003
2013-04-12,11,27,2117.0666999999994
2013-04-12,11,28,1023.9880999999996
2013-04-12,11,29,9131.149300000006
2013-04-12,11,30,7888.498699999997
2013-04-12,11,31,2094.8203999999996
2013-04-12,11,32,9982.125800000003
2013-04-12,11,33,8226.1759
2013-04-12,11,34,27602.51440000002
2013-04-12,11,35,5457.879599999998
2013-04-12,11,36,2958.5118000000007
2013-04-12,11,37,4166.8694000000005
2013-04-12,11,38,79060.14860000001
2013-04-12,11,40,57637.217500000035
2013-04-12,11,41,847.1124000000004
2013-04-12,11,42,6898.32
2013-04-12,11,44,5610.038399999998
2013-04-12,11,46,29973.534899999988
2013-04-12,11,49,8770.789100000002
2013-04-12,11,52,2992.0220999999997
2013-04-12,11,54,76.81220000000008
2013-04-12,11,55,9702.063
2013-04-12,11,56,11402.1993
2013-04-12,11,58,2523.74
2013-04-12,11,59,393.4820000000002
2013-04-12,11,60,248.86389999999992
2013-04-12,11,67,9111.448100000003
2013-04-12,11,71,9574.462099999997
2013-04-12,11,72,68840.42640000001
2013-04-12,11,74,22323.400899999997
2013-04-12,11,79,30937.701600000026
2013-04-12,11,80,15002.351699999992
2013-04-12,11,81,13500.3601
2013-04-12,11,82,24606.962399999975
2013-04-12,11,83,4221.917100000003
2013-04-12,11,85,1711.2644000000018
2013-04-12,11,87,15613.643199999993
2013-04-12,11,90,52405.10350000001
2013-04-12,11,91,46271.02279999998
2013-04-12,11,92,87943.26840000002
2013-04-12,11,93,37009.61000000001
2013-04-12,11,94,38750.01960000001
2013-04-12,11,95,76723.26270000002
2013-04-12,11,96,22566.857099999987
2013-04-12,11,97,18285.124000000003
2013-04-12,11,98,9770.778099999998
2013-04-12,11,99,57.794000000000025
2013-04-19,11,1,20618.862800000003
2013-04-19,11,2,57971.31289999999
2013-04-19,11,3,12712.063699999997
2013-04-19,11,4,28943.800499999998
2013-04-19,11,5,35157.818
2013-04-19,11,6,4390.924000000002
2013-04-19,11,7,30931.8725
2013-04-19,11,8,34388.0507
2013-04-19,11,9,21586.373400000004
2013-04-19,11,10,22945.658800000005
2013-04-19,11,11,17304.684799999995
2013-04-19,11,12,4865.2574
2013-04-19,11,13,41750.77899999997
2013-04-19,11,14,23847.49440000002
2013-04-19,11,16,28424.99039999999
2013-04-19,11,17,11923.722800000003
2013-04-19,11,18,3333.4299999999994
2013-04-19,11,19,1736.9465000000002
2013-04-19,11,20,10545.4552
2013-04-19,11,21,6950.953900000002
2013-04-19,11,22,13683.507199999998
2013-04-19,11,23,35126.359800000006
2013-04-19,11,24,8578.211500000007
2013-04-19,11,25,13616.992999999999
2013-04-19,11,26,11895.2385
2013-04-19,11,27,2036.9420000000007
2013-04-19,11,28,999.5072999999998
2013-04-19,11,29,8750.8065
2013-04-19,11,30,7694.710399999995
2013-04-19,11,31,2181.6506000000013
2013-04-19,11,32,9935.633500000002
2013-04-19,11,33,7831.6785
2013-04-19,11,34,27363.004499999995
2013-04-19,11,35,5802.379599999999
2013-04-19,11,36,4013.6544
2013-04-19,11,37,4005.015699999999
2013-04-19,11,38,72494.78359999998
2013-04-19,11,40,53343.484
2013-04-19,11,41,917.8344000000002
2013-04-19,11,42,6351.482599999998
2013-04-19,11,44,5640.635599999996
2013-04-19,11,46,28896.48669999998
2013-04-19,11,49,9513.132199999996
2013-04-19,11,52,3112.8124
2013-04-19,11,54,122.81679999999993
2013-04-19,11,55,9359.007700000002
2013-04-19,11,56,10311.020299999995
2013-04-19,11,58,2562.99
2013-04-19,11,59,390.2906999999999
2013-04-19,11,60,202.988
2013-04-19,11,67,9099.306900000001
2013-04-19,11,71,8993.715800000004
2013-04-19,11,72,62284.539100000045
2013-04-19,11,74,21567.397399999994
2013-04-19,11,79,30032.4605
2013-04-19,11,80,13827.616800000002
2013-04-19,11,81,12807.753100000005
2013-04-19,11,82,22931.121900000013
2013-04-19,11,83,3738.769200000001
2013-04-19,11,85,1812.5959000000012
2013-04-19,11,87,15755.474099999992
2013-04-19,11,90,49099.23179999996
2013-04-19,11,91,43198.797799999986
2013-04-19,11,92,81110.04459999996
2013-04-19,11,93,33935.450300000004
2013-04-19,11,94,39941.189400000054
2013-04-19,11,95,78567.15539999996
2013-04-19,11,96,21229.68309999999
2013-04-19,11,97,16338.859400000014
2013-04-19,11,98,9969.0837
2013-04-19,11,99,274.66709999999983
2013-04-26,11,1,19839.6229
2013-04-26,11,2,55496.54089999996
2013-04-26,11,3,11903.7676
2013-04-26,11,4,28080.3963
2013-04-26,11,5,41318.26599999999
2013-04-26,11,6,4683.865299999998
2013-04-26,11,7,30397.921199999997
2013-04-26,11,8,33499.439199999986
2013-04-26,11,9,21372.657699999992
2013-04-26,11,10,22887.882800000018
2013-04-26,11,11,16437.236999999994
2013-04-26,11,12,4524.506499999998
2013-04-26,11,13,39194.34959999999
2013-04-26,11,14,21897.24810000001
2013-04-26,11,16,26791.285499999994
2013-04-26,11,17,13466.820000000002
2013-04-26,11,18,1333.6528999999996
2013-04-26,11,19,1805.4299000000005
2013-04-26,11,20,8732.810599999995
2013-04-26,11,21,7314.104000000003
2013-04-26,11,22,13551.697599999996
2013-04-26,11,23,33365.493500000004
2013-04-26,11,24,8537.228200000009
2013-04-26,11,25,11805.384699999995
2013-04-26,11,26,13265.966500000004
2013-04-26,11,27,2190.1063999999997
2013-04-26,11,28,1104.3094000000003
2013-04-26,11,29,8708.974999999999
2013-04-26,11,30,7530.352599999995
2013-04-26,11,31,2084.4488
2013-04-26,11,32,9569.023399999998
2013-04-26,11,33,8217.935300000001
2013-04-26,11,34,27276.119100000007
2013-04-26,11,35,5044.342699999999
2013-04-26,11,36,2732.12
2013-04-26,11,37,3870.6072000000004
2013-04-26,11,38,77073.38559999998
2013-04-26,11,40,54541.62739999999
2013-04-26,11,41,955.7086
2013-04-26,11,42,6260.529899999997
2013-04-26,11,44,5534.8092
2013-04-26,11,46,27294.570399999986
2013-04-26,11,49,9308.225899999996
2013-04-26,11,52,3053.2349000000004
2013-04-26,11,54,67.08060000000002
2013-04-26,11,55,9789.113900000002
2013-04-26,11,56,14529.114399999999
2013-04-26,11,58,2362.37
2013-04-26,11,59,397.56360000000024
2013-04-26,11,60,205.658
2013-04-26,11,67,8890.938299999998
2013-04-26,11,71,9179.436099999997
2013-04-26,11,72,68342.90690000002
2013-04-26,11,74,20489.41939999999
2013-04-26,11,79,28501.279599999976
2013-04-26,11,80,12896.346700000002
2013-04-26,11,81,12461.019199999988
2013-04-26,11,82,20505.542700000013
2013-04-26,11,83,3203.319599999999
2013-04-26,11,85,1586.2994
2013-04-26,11,87,15306.035600000003
2013-04-26,11,90,46750.827799999955
2013-04-26,11,91,38464.222600000016
2013-04-26,11,92,73361.30690000001
2013-04-26,11,93,28813.205199999997
2013-04-26,11,94,35924.17230000002
2013-04-26,11,95,71586.31060000003
2013-04-26,11,96,19637.396799999988
2013-04-26,11,97,15096.081299999998
2013-04-26,11,98,9243.278999999999
2013-04-26,11,99,84.63280000000006
2013-05-03,11,1,15205.79269999999
2013-05-03,11,2,59768.76639999997
2013-05-03,11,3,12984.0102
2013-05-03,11,4,31060.358599999992
2013-05-03,11,5,33647.39699999999
2013-05-03,11,6,4680.820800000004
2013-05-03,11,7,36684.64759999999
2013-05-03,11,8,36810.11949999998
2013-05-03,11,9,21650.8823
2013-05-03,11,10,23567.217800000006
2013-05-03,11,11,18609.437799999992
2013-05-03,11,12,4852.6882
2013-05-03,11,13,43539.596600000004
2013-05-03,11,14,24134.800600000002
2013-05-03,11,16,28736.02699999998
2013-05-03,11,17,13089.701699999994
2013-05-03,11,18,4.5138
2013-05-03,11,19,1828.1307000000004
2013-05-03,11,20,10993.974999999995
2013-05-03,11,21,7284.285500000002
2013-05-03,11,22,13752.996700000007
2013-05-03,11,23,35078.84880000001
2013-05-03,11,24,8501.903000000008
2013-05-03,11,25,13990.584500000003
2013-05-03,11,26,11508.988600000004
2013-05-03,11,27,2044.5659999999996
2013-05-03,11,28,1027.4393
2013-05-03,11,29,8626.640200000002
2013-05-03,11,30,7251.049099999999
2013-05-03,11,31,2011.8496
2013-05-03,11,32,11656.695799999998
2013-05-03,11,33,7778.1153
2013-05-03,11,34,27472.836500000005
2013-05-03,11,35,5611.0975
2013-05-03,11,36,5451.2506
2013-05-03,11,37,4036.249599999999
2013-05-03,11,38,79821.97090000001
2013-05-03,11,40,55302.96599999998
2013-05-03,11,41,772.0282000000005
2013-05-03,11,42,6616.684299999998
2013-05-03,11,44,5774.242499999998
2013-05-03,11,46,29622.546999999984
2013-05-03,11,49,8772.6903
2013-05-03,11,52,3354.8384
2013-05-03,11,54,74.78060000000006
2013-05-03,11,55,9309.434800000003
2013-05-03,11,56,10957.680799999996
2013-05-03,11,58,2395.82
2013-05-03,11,59,368.78660000000013
2013-05-03,11,60,265.06469999999996
2013-05-03,11,67,17548.174600000017
2013-05-03,11,71,9704.997699999996
2013-05-03,11,72,63865.26080000004
2013-05-03,11,74,21998.906899999994
2013-05-03,11,79,36150.86259999997
2013-05-03,11,80,14408.046999999995
2013-05-03,11,81,13355.530400000005
2013-05-03,11,82,23774.3667
2013-05-03,11,83,3010.5528000000013
2013-05-03,11,85,1728.214900000001
2013-05-03,11,87,17394.97699999999
2013-05-03,11,90,49292.98459999999
2013-05-03,11,91,41182.530100000025
